10000 4027.33
11008 4475.68
12112 4887.24
13328 5367.74
14664 5881.46
16136 6496.55
17752 7157.96
19528 7866.6
21488 8711.95
23640 9457.82
26008 10418.6
28616 11490.1
31480 12610.1
34632 13877.5
38096 15090.2
41912 16827.6
46104 18483.9
50720 20068.1
55800 22304.1
61384 24775.9
67528 27036
74288 29620.6
81720 32577.3
89896 35200.8
98888 37628
108784 40112.8
119664 42591.1
131632 44679.8
144800 47241.8
159288 49772.9
175224 51836.8
192752 54377.7
212032 56923
233240 59283
256568 61635.2
282232 64198.7
310456 66050
341504 51683
375656 24760.5
413224 20329.5
454552 20135.8
500008 20288.3
550016 20163.5
605024 20025.3
665528 20057.7
732088 20229.4
805304 20401.6
885840 20413.1
974432 20487.4
1071880 20523.3
1179072 20610.3
1296984 20734.3
1426688 20782.4
1569360 20833.8
1726304 20808.5
1898936 20815.8
2088832 20859.6
2297720 20981.2
2527496 21035.1
2780248 21084.5
3058280 21102.1
3364112 21147.4
3700528 21128.4
4070584 21195.7
4477648 21184
4925416 21215.3
5417960 21221.2
5959760 21265.4
6555744 21276.9
7211320 21287.3
7932456 21263
8725704 21318.2
9598280 21294.9
10558112 21314.5
11613928 21287.7
12775328 21314.4
14052864 21340
15458152 21317.5
17003968 21350.6
18704368 21355.2
20574808 21346.1
22632296 21352.8
24895528 21366.3
27385088 21359.8
30123600 21342.9
33135968 21369.1
36449568 21368.1
40094528 21357.3
44103984 21386.4
48514384 21377.9
53365824 21360.9
58702408 21356
64572656 21359.1
71029928 21338.2
78132928 21290.2
85946224 21388.9
94540848 21375.3
