8 23.8919
16 35.8386
24 40.7065
32 44.3384
40 48.0902
48 53.3775
56 55.7507
64 57.3453
72 58.624
80 59.7294
96 61.2889
112 62.7207
128 63.7162
144 64.5097
160 65.1598
184 65.9337
208 66.5544
232 67.0562
256 59.1272
288 60.3642
320 61.2548
360 62.3259
400 63.4283
448 63.9673
496 64.8771
552 65.2877
608 65.822
672 66.3507
744 66.8246
824 67.2701
912 67.8057
1008 68.1603
1112 68.3573
1224 68.6488
1352 68.9224
1488 69.252
1640 69.3953
1808 69.6732
1992 69.7837
2192 70.0104
2416 70.1475
2664 70.1713
2936 58.3577
3232 50.7199
3560 48.2107
3920 49.828
4320 50.1908
4760 51.3547
5240 50.5457
5768 50.5161
6352 49.8903
6992 49.9136
7696 45.9635
8472 50.0793
9320 50.7108
10256 42.7421
11288 42.0997
12424 49.637
13672 49.2794
15040 47.362
16552 45.7167
18208 45.1403
20032 44.1346
22040 39.6342
24248 41.3771
26680 36.8176
29352 34.2367
32288 30.1939
35520 28.9864
39080 28.7719
42992 28.0803
47296 27.4784
52032 27.424
57240 27.3226
62968 27.3056
69272 27.3096
76200 27.3084
83824 27.314
92208 27.3372
101432 27.3171
111576 27.3005
122736 27.2989
135016 27.3069
148520 27.3065
163376 27.2785
179720 27.1947
197696 27.1628
217472 27.1132
239224 27.0197
263152 27.0215
289472 27.0222
318424 27.0308
350272 27.0335
385304 27.0352
423840 27.046
466232 27.0447
512856 27.0621
564144 27.0412
620560 27.0402
682624 26.9046
750888 26.8934
825984 26.9198
908584 26.8998
999448 25.9014
1099400 24.7538
1209344 23.1673
1330280 21.4295
1463312 19.5693
1609648 17.7583
1770616 16.2729
1947680 15.1915
2142456 14.2527
2356704 13.6429
2592376 13.0742
2851616 12.7666
3136784 12.5127
3450464 12.3812
3795512 12.3141
4175064 12.2208
4592576 12.204
5051840 12.1989
5557032 12.2033
6112736 12.2159
6724016 12.1974
7396424 12.1794
8136072 12.5562
8949680 12.183
9844656 12.1962
10829128 12.1754
11912048 12.195
13103256 12.1621
14413584 12.1794
15854944 12.188
17440440 12.1776
19184488 12.1913
21102944 12.1947
23213240 12.1933
25534568 12.1948
28088032 12.1979
30896840 12.1775
33986528 12.1837
37385184 12.1821
41123704 12.1586
45236080 12.1605
49759696 12.1757
54735672 12.1807
60209240 12.1846
66230168 12.1701
72853192 12.1636
80138512 12.1688
88152368 12.1685
96967608 12.1544
