10000 94.2154
11008 104.588
12112 113.86
13328 125.268
14664 138.258
16136 150.752
17752 167.224
19528 184.014
21488 203.481
23640 220.73
26008 244.376
28616 269.362
31480 291.961
34632 325.147
38096 355.033
41912 347.163
46104 357.08
50720 380.029
55800 407.831
61384 442.788
67528 479.452
74288 517.871
81720 544.75
89896 535.298
98888 562.937
108784 586.769
119664 626.591
131632 650.234
144800 668.214
159288 690.408
175224 468.846
192752 250.866
212032 246.485
233240 244.612
256568 247.211
282232 250.326
310456 242.073
341504 236.255
375656 238.379
413224 234.554
454552 235.516
500008 240.241
550016 246.659
605024 247.878
665528 248.694
732088 249.216
805304 244.158
885840 246.245
974432 246.491
1071880 250.21
1179072 249.566
1296984 249.099
1426688 252.914
1569360 253.024
1726304 252.189
1898936 253.702
2088832 253.624
2297720 252.371
2527496 254.32
2780248 254.003
3058280 254.595
3364112 253.111
3700528 256.004
4070584 255.392
4477648 253.396
4925416 254.938
5417960 255.413
5959760 253.977
6555744 255.54
7211320 255.478
7932456 255.715
8725704 255.558
9598280 255.376
10558112 255.572
11613928 256.216
12775328 255.646
14052864 256.025
15458152 255.503
17003968 256.16
18704368 255.708
20574808 255.563
22632296 255.987
24895528 255.805
27385088 255.817
30123600 255.891
33135968 255.703
36449568 255.718
40094528 255.962
44103984 255.863
48514384 256.122
53365824 256.089
58702408 255.696
64572656 255.915
71029928 255.851
78132928 256.083
85946224 256.037
94540848 256.357
