10000 3864.41
11008 4295.85
12112 4692.69
13328 5156.58
14664 5679.57
16136 6233.48
17752 6888.83
19528 7566.81
21488 8316.59
23640 9171.56
26008 10081
28616 11021.3
31480 12179.6
34632 13397.2
38096 14713.9
41912 16108.9
46104 17380
50720 18726.7
55800 20157.1
61384 21474.8
67528 23099.3
74288 24579.1
81720 26289.8
89896 26978.3
98888 28104.8
108784 29777.9
119664 31622.8
131632 33235.2
144800 34785.4
159288 36512.6
175224 19924.6
192752 9936.83
212032 10151.2
233240 10333.9
256568 10404.8
282232 10544.8
310456 10193.2
341504 9823.3
375656 9877.61
413224 9767.88
454552 9795.99
500008 9983.66
550016 10293.3
605024 10336.4
665528 10379.5
732088 10400.8
805304 10134.7
885840 10237.3
974432 10259.3
1071880 10391.9
1179072 10328.1
1296984 10329
1426688 10324.2
1569360 10383.8
1726304 10579.4
1898936 10541.4
2088832 10525.4
2297720 10475.5
2527496 10571.7
2780248 10555
3058280 10539.9
3364112 10502.8
3700528 10664.9
4070584 10584.1
4477648 10500.8
4925416 10578.5
5417960 10606.3
5959760 10529.4
6555744 10590.7
7211320 10602.5
7932456 10613.9
8725704 10532.4
9598280 10585.2
10558112 10605.3
11613928 10619.8
12775328 10600.1
14052864 10589.7
15458152 10582.5
17003968 10611
18704368 10589
20574808 10597.8
22632296 10624.7
24895528 10599.1
27385088 10603.5
30123600 10615.1
33135968 10592.7
36449568 10578.9
40094528 10607.9
44103984 10610.4
48514384 10612.1
53365824 10595.2
58702408 10534.1
64572656 10593
71029928 10614.8
78132928 10615
85946224 10608
94540848 10623.1
