104 2.92017e+09
120 3.53002e+09
136 3.99991e+09
152 4.60836e+09
168 5.21595e+09
192 6.25126e+09
216 7.14917e+09
240 7.86751e+09
272 7.91846e+09
304 8.89019e+09
336 9.71405e+09
376 1.03752e+10
416 9.80176e+09
464 1.07848e+10
512 1.14402e+10
568 2.24422e+10
632 2.51704e+10
696 2.7907e+10
768 3.10341e+10
848 3.44586e+10
936 3.8207e+10
1032 3.92611e+10
1136 4.30217e+10
1256 4.71185e+10
1384 5.15644e+10
1528 5.74697e+10
1688 6.28596e+10
1864 6.79866e+10
2056 7.35354e+10
2264 7.95934e+10
2496 8.5787e+10
2752 9.19172e+10
3032 9.66421e+10
3336 9.9781e+10
3672 1.03691e+11
4040 1.05054e+11
4448 1.0726e+11
4896 1.10742e+11
5392 1.09509e+11
5936 1.10898e+11
6536 1.1051e+11
7192 1.09805e+11
7912 1.06311e+11
8704 1.1759e+11
9576 1.02369e+11
