104 5.46968
120 6.66583
136 7.82726
152 9.01565
168 10.3102
192 12.3445
216 14.1882
240 16.3903
272 18.9917
304 21.5421
336 24.3115
376 27.569
416 31.2265
464 35.3401
512 39.6964
568 44.1267
632 49.7068
696 55.167
768 61.7711
848 68.5441
936 76.0782
1032 124.644
1136 115.307
1256 127.585
1384 137.493
1528 152.603
1688 168.464
1864 182.947
2056 198.444
2264 213.02
2496 227.983
2752 239.717
3032 236.727
3336 244.586
3672 244.697
4040 248.588
4448 255.772
4896 256.998
5392 248.805
5936 245.637
6536 247.18
7192 244.459
7912 239.519
8704 249.888
9576 223.073
