104 8.0249
120 10.5804
136 12.1411
152 14.2601
168 17.0793
192 21.4994
216 26.2993
240 34.7967
272 37.4691
304 43.819
336 49.9683
376 62.0761
416 66.3555
464 78.7769
512 136.202
568 131.921
632 153.084
696 157.901
768 197.489
848 208.391
936 240.453
1032 204.405
1136 174.66
1256 180.92
1384 186.238
1528 220.974
1688 229.084
1864 233.709
2056 238.289
2264 239.003
2496 251.927
2752 251.826
3032 244.651
3336 244.861
3672 247.67
4040 248.505
4448 259.058
4896 260
5392 237.44
5936 228.818
6536 205.491
7192 195.783
7912 188.887
8704 213.47
9576 183.267
