104 9.65612
120 14.213
136 15.9781
152 17.8886
168 19.8856
192 22.5855
216 25.4571
240 28.0891
272 31.6296
304 35.3054
336 38.9714
376 43.699
416 48.1061
464 53.4239
512 59.3153
568 64.9463
632 72.2605
696 78.5865
768 87.5954
848 94.0731
936 103.063
1032 110.81
1136 122.703
1256 135.105
1384 143.156
1528 159.975
1688 173.008
1864 186.872
2056 200.83
2264 213.09
2496 226.293
2752 235.36
3032 231.927
3336 241.328
3672 241.455
4040 243.182
4448 252.701
4896 254.94
5392 245.554
5936 241.726
6536 243.005
7192 239.394
7912 233.328
8704 247.032
9576 222.373
